Date,Open,High,Low,Close,Volume,Adjusted,Ticker,Price
2015-01-02,27.84749984741211,27.860000610351563,26.837499618530273,27.332500457763672,212818400,24.214895248413086,AAPL,24.214895248413086
2015-01-05,27.072500228881836,27.162500381469727,26.352500915527344,26.5625,257142000,23.53272247314453,AAPL,23.53272247314453
2015-01-06,26.635000228881836,26.857500076293945,26.157499313354492,26.565000534057617,263188400,23.534942626953125,AAPL,23.534942626953125
2015-01-07,26.799999237060547,27.049999237060547,26.674999237060547,26.9375,160423600,23.86495018005371,AAPL,23.86495018005371
2015-01-08,27.3075008392334,28.037500381469727,27.174999237060547,27.97249984741211,237458000,24.781888961791992,AAPL,24.781888961791992
2015-01-09,28.167499542236328,28.3125,27.552499771118164,28.002500534057617,214798000,24.8084659576416,AAPL,24.8084659576416
2015-01-12,28.149999618530273,28.157499313354492,27.200000762939453,27.3125,198603200,24.197179794311523,AAPL,24.197179794311523
2015-01-13,27.857500076293945,28.200000762939453,27.227500915527344,27.55500030517578,268367600,24.412012100219727,AAPL,24.412012100219727
2015-01-14,27.260000228881836,27.622499465942383,27.125,27.450000762939453,195826400,24.318988800048828,AAPL,24.318988800048828
2015-01-15,27.5,27.514999389648438,26.665000915527344,26.704999923706055,240056000,23.65896987915039,AAPL,23.65896987915039
2015-01-16,26.75749969482422,26.895000457763672,26.299999237060547,26.497499465942383,314053200,23.475133895874023,AAPL,23.475133895874023
2015-01-20,26.959999084472656,27.24250030517578,26.625,27.18000030517578,199599600,24.079784393310547,AAPL,24.079784393310547
2015-01-21,27.237499237060547,27.764999389648438,27.0674991607666,27.387500762939453,194303600,24.26361846923828,AAPL,24.26361846923828
2015-01-22,27.565000534057617,28.11750030517578,27.43000030517578,28.100000381469727,215185600,24.894847869873047,AAPL,24.894847869873047
2015-01-23,28.075000762939453,28.4375,27.88249969482422,28.2450008392334,185859200,25.023311614990234,AAPL,25.023311614990234
2015-01-26,28.434999465942383,28.59000015258789,28.200000762939453,28.274999618530273,222460000,25.049888610839844,AAPL,25.049888610839844
2015-01-27,28.104999542236328,28.1200008392334,27.25749969482422,27.28499984741211,382274800,24.172809600830078,AAPL,24.172809600830078
2015-01-28,29.407499313354492,29.530000686645508,28.827499389648438,28.827499389648438,585908400,25.53936767578125,AAPL,25.53936767578125
2015-01-29,29.079999923706055,29.797500610351563,28.889999389648438,29.725000381469727,337745600,26.334501266479492,AAPL,26.334501266479492
2015-01-30,29.600000381469727,30,29.212499618530273,29.290000915527344,334982000,25.94911766052246,AAPL,25.94911766052246
2015-02-02,29.512500762939453,29.792499542236328,29.020000457763672,29.657499313354492,250956400,26.274696350097656,AAPL,26.274696350097656
